Student_ID,Name,Father_Name,Mother_Name,Age,Gender,Class,Section,Roll_Number,City,State,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Screen_Time_Hours,Internet_Access,Owns_Smartphone,Tuition,Family_Income_Level,Parents_Education,Number_of_Siblings,Favourite_Subject,Least_Favourite_Subject,Favourite_Game,Favourite_Food,Food_Type,Career_Goal,Transportation_Mode,Skill_1,Skill_2,Participation_Activity,Sports_Participation,Library_Visits_Per_Month,Assignments_Completed,Projects_Completed,Homework_Submission_Rate,Discipline_Record,Stress_Level,Mental_Wellbeing_Score,Peer_Interaction_Score,Teacher_Feedback,Maths_Marks,Science_Marks,English_Marks,Hindi_Marks,Social_Science_Marks,Computer_Marks,Overall_Percentage,Result,Performance_Level
STU00064,Nitya Vig,Krish Shankar,Vihaan Divan,12.0,Female,12th,D,16.0,Mumbai,Gujarat,86.11,,9.8,2.5,,Yes,No,Low,Graduate,4.0,Hindi,Maths,Athletics,Paneer,Vegetarian,Athlete,Private Vehicle,Problem Solving,Critical Thinking,Drama,Yes,1.0,19.0,5.0,73.27,Good,,4.0,1.0,Needs Improvement,97.0,39.0,41.0,97.0,45.0,63.0,63.67,Pass,
STU00065,Advik Sharaf,Zara Babu,Krish Saini,6.0,,7th,C,51.0,Jaipur,Telangana,,7.5,9.1,,Yes,Yes,No,Medium,Post Graduate,3.0,Science,,Kabaddi,Burger,Vegetarian,Business,Walking,Leadership,,Music,Yes,1.0,13.0,5.0,94.39,Good,Low,4.0,2.0,Good,93.0,46.0,40.0,99.0,59.0,97.0,72.33,Pass,Good
STU00066,Seher Grover,Taimur Chandran,Jayan Bir,13.0,Female,4th,D,51.0,Delhi,Gujarat,86.43,7.4,9.4,8.1,No,Yes,No,Medium,Post Graduate,,Maths,Maths,Volleyball,Dosa,Vegetarian,Artist,Bus,Graphic Design,Leadership,Music,Yes,8.0,22.0,7.0,,Good,,2.0,4.0,,73.0,52.0,64.0,40.0,96.0,60.0,64.17,Pass,Average
STU00067,Zoya Iyengar,Shaan Ray,Parinaaz Ramachandran,,Female,8th,D,12.0,Lucknow,Maharashtra,89.71,4.0,9.4,,Yes,No,Yes,High,Secondary,5.0,Science,Social Science,Football,Burger,Vegan,IAS,Private Vehicle,,Python,Sports Club,,17.0,0.0,10.0,61.55,Average,Low,4.0,1.0,Excellent,35.0,64.0,66.0,45.0,71.0,57.0,56.33,,Average
STU00068,Aarav Saran,Ishita Wali,,11.0,Female,7th,C,48.0,Delhi,Rajasthan,71.15,3.4,9.1,7.6,Yes,No,No,Medium,Primary,0.0,Maths,Hindi,Football,Dosa,Non-Vegetarian,IAS,Walking,Creativity,Critical Thinking,,No,17.0,12.0,8.0,77.99,Poor,Low,2.0,,Good,66.0,,70.0,51.0,80.0,87.0,,Fail,Average
STU00069,Aradhya Sarraf,Piya Saraf,Shamik Walia,15.0,Female,4th,D,6.0,Lucknow,Rajasthan,62.5,2.3,9.9,8.0,Yes,No,Yes,Medium,Secondary,,Science,Maths,Basketball,Pizza,Vegetarian,IAS,Auto,Creativity,Problem Solving,Coding Club,Yes,16.0,23.0,4.0,44.41,Poor,High,1.0,8.0,Average,67.0,51.0,62.0,94.0,36.0,66.0,62.67,Pass,Average
STU00070,Keya Thakur,Saira Sem,Ayesha Kala,,Female,2nd,A,19.0,Pune,Gujarat,87.08,7.3,7.3,5.1,No,No,Yes,Medium,Graduate,0.0,Social Science,Maths,Badminton,Biryani,,,Cycle,Problem Solving,Graphic Design,Drama,Yes,14.0,,8.0,46.37,Average,Low,2.0,9.0,Needs Improvement,59.0,,56.0,63.0,52.0,87.0,,Pass,Average
STU00071,Azad Rastogi,Eshani Barad,Dhanuk Raj,12.0,Male,2nd,A,53.0,Hyderabad,Gujarat,83.17,6.0,9.9,8.0,No,No,Yes,Medium,Primary,3.0,Maths,Maths,Volleyball,Pasta,Vegetarian,IAS,Bus,Teamwork,Communication,NCC,No,16.0,9.0,3.0,77.36,Poor,Medium,10.0,7.0,Good,41.0,55.0,64.0,36.0,98.0,38.0,,Fail,Average
STU00072,,Dhanush Sha,Misha Chowdhury,6.0,Female,11th,B,32.0,Jaipur,Rajasthan,50.06,7.5,9.3,3.7,No,Yes,Yes,Low,Graduate,3.0,Computer,Science,Tennis,Burger,Non-Vegetarian,IAS,Private Vehicle,,Communication,Quiz Competition,Yes,2.0,5.0,1.0,87.86,,Medium,3.0,5.0,Excellent,70.0,96.0,42.0,83.0,,,78.17,,Good
STU00073,Neelofar Devan,Rania Chander,Ishaan Keer,18.0,Male,10th,B,14.0,Indore,Gujarat,97.18,5.4,4.2,1.6,No,,No,Medium,Primary,0.0,Science,,Athletics,Pasta,Non-Vegetarian,Artist,Cycle,Graphic Design,Video Editing,NCC,Yes,20.0,7.0,,49.73,Good,High,8.0,4.0,Good,45.0,89.0,55.0,,44.0,55.0,55.67,Pass,Average
STU00074,Myra Sani,Yuvaan Sarma,Dhanuk Chandran,8.0,Male,4th,C,26.0,Hyderabad,Telangana,88.45,5.7,8.6,7.1,No,No,No,High,Graduate,3.0,Hindi,Maths,Cricket,Pizza,Vegetarian,Engineer,Cycle,Public Speaking,Creativity,Sports Club,No,8.0,21.0,10.0,54.03,Poor,High,1.0,8.0,Good,91.0,,91.0,,73.0,44.0,69.67,Pass,Average
STU00075,Tiya Korpal,Riya Sathe,Kimaya Gour,11.0,Female,1st,D,45.0,Delhi,,71.33,6.5,8.8,5.3,,No,Yes,Medium,Post Graduate,5.0,Science,,Cricket,Pizza,Vegetarian,Artist,Cycle,Graphic Design,Critical Thinking,,No,10.0,4.0,1.0,44.54,Good,,9.0,9.0,,50.0,44.0,59.0,65.0,56.0,57.0,55.17,Fail,Average
STU00076,Inaaya  Sani,Saanvi Thaman,Piya Shroff,8.0,Male,3rd,D,10.0,Delhi,Madhya Pradesh,58.26,3.6,6.3,9.9,Yes,Yes,No,Medium,Post Graduate,4.0,Hindi,English,Volleyball,Dosa,Non-Vegetarian,Business,Private Vehicle,Python,Critical Thinking,NCC,No,14.0,6.0,12.0,91.69,Average,Low,6.0,4.0,Good,79.0,44.0,72.0,63.0,77.0,53.0,64.67,Pass,Average
STU00077,Purab Vohra,Biju Behl,Aradhya Kashyap,6.0,,12th,D,52.0,Pune,Gujarat,66.11,7.2,6.5,4.8,,No,Yes,High,Secondary,0.0,English,Science,Tennis,Dosa,Vegetarian,Teacher,Cycle,Graphic Design,Communication,Quiz Competition,No,7.0,4.0,4.0,86.84,Poor,High,2.0,4.0,Excellent,56.0,73.0,89.0,46.0,39.0,,64.5,Pass,
STU00078,Kavya Mann,Chirag Jain,Vanya Roy,10.0,Female,3rd,B,2.0,Hyderabad,Maharashtra,51.83,6.1,7.4,2.8,Yes,No,Yes,Medium,Post Graduate,2.0,Computer,Maths,Chess,Biryani,Non-Vegetarian,IAS,Walking,Graphic Design,Python,Coding Club,Yes,7.0,11.0,0.0,53.76,Poor,Low,10.0,6.0,Average,79.0,41.0,84.0,79.0,77.0,53.0,68.83,,Average
STU00079,Nayantara Gupta,Nitya Ramanathan,Ryan Agrawal,6.0,,11th,B,45.0,Mumbai,Rajasthan,59.2,2.3,6.3,6.0,No,No,No,High,Primary,5.0,Computer,Social Science,Tennis,Dosa,Vegetarian,IAS,Private Vehicle,Graphic Design,Leadership,Coding Club,Yes,2.0,3.0,,47.94,Poor,Low,2.0,2.0,Good,,74.0,77.0,46.0,67.0,78.0,69.17,Pass,Average
STU00080,Kabir Karnik,Lavanya Sachar,Ryan Setty,13.0,Female,2nd,D,2.0,Ahmedabad,Uttar Pradesh,53.04,6.0,,9.1,No,Yes,,Low,Graduate,3.0,English,Science,Badminton,Burger,Vegan,Scientist,Cycle,Critical Thinking,Public Speaking,Dance,No,6.0,13.0,9.0,46.84,Average,Low,8.0,6.0,Excellent,60.0,51.0,,63.0,88.0,55.0,66.83,Pass,Average
STU00081,Adira Vora,Alia Subramanian,Ehsaan Jhaveri,10.0,Female,9th,B,60.0,Hyderabad,Gujarat,55.03,1.8,,9.4,Yes,No,Yes,Low,Post Graduate,1.0,Computer,English,Chess,Pizza,Vegan,IAS,Walking,Problem Solving,,NCC,No,5.0,5.0,11.0,90.18,Poor,Low,1.0,,,,55.0,84.0,79.0,51.0,73.0,72.0,Pass,Good
STU00082,Suhana Raman,Seher Bhattacharyya,Kavya Dani,,Male,3rd,D,49.0,Delhi,Uttar Pradesh,,2.9,6.4,,No,No,Yes,Medium,Secondary,4.0,Maths,Science,Athletics,Paneer,Vegan,IAS,Bus,Critical Thinking,Video Editing,NCC,Yes,,2.0,1.0,43.96,Average,Low,,,Average,92.0,83.0,98.0,77.0,77.0,70.0,82.83,,Good
STU00083,Nirvaan Sachar,,Neelofar Chaudhari,13.0,Female,10th,A,55.0,Pune,Telangana,91.89,6.4,9.4,8.7,,No,Yes,,Post Graduate,1.0,Computer,Computer,Hockey,Dosa,Non-Vegetarian,Artist,Auto,Video Editing,Communication,Art Club,No,0.0,19.0,10.0,78.12,Poor,Low,7.0,4.0,Average,96.0,66.0,71.0,47.0,54.0,73.0,,Fail,Average
STU00084,,Vihaan Dada,Baiju Srinivasan,17.0,Male,1st,C,60.0,Ahmedabad,Uttar Pradesh,55.11,2.6,9.9,,,Yes,Yes,Low,Primary,2.0,Maths,Social Science,,Biryani,Vegan,Business,Auto,Problem Solving,Creativity,Art Club,No,,9.0,6.0,65.92,Poor,High,5.0,10.0,Excellent,50.0,98.0,96.0,76.0,97.0,77.0,82.33,Pass,Good
STU00085,Lagan Thaman,Rasha Kunda,Kashvi Sodhi,,Female,1st,,50.0,Jaipur,Uttar Pradesh,59.83,1.5,,2.4,No,No,No,High,Post Graduate,1.0,Hindi,Computer,Athletics,Pasta,Vegetarian,Artist,Walking,Creativity,Teamwork,Sports Club,Yes,1.0,20.0,,65.98,Poor,Medium,,4.0,Average,63.0,73.0,83.0,59.0,99.0,86.0,77.17,Fail,Good
STU00086,Hridaan Swamy,Lavanya Sharma,Nakul Sastry,12.0,Female,4th,C,54.0,,Rajasthan,97.71,5.0,7.0,4.8,No,Yes,No,Low,Primary,2.0,,Social Science,Chess,Pizza,Vegetarian,,Auto,Communication,Problem Solving,Dance,No,1.0,12.0,4.0,71.62,,Medium,7.0,7.0,Good,43.0,91.0,64.0,75.0,96.0,83.0,75.33,Pass,Good
STU00087,Arhaan Sharaf,Hridaan Borra,Armaan Raja,8.0,Female,1st,C,23.0,,Telangana,81.13,6.7,6.5,5.3,Yes,Yes,Yes,Medium,Primary,1.0,Maths,Maths,Tennis,Biryani,Non-Vegetarian,Athlete,Private Vehicle,Critical Thinking,Creativity,Sports Club,Yes,17.0,25.0,4.0,80.48,Average,Medium,9.0,8.0,Good,,68.0,35.0,72.0,89.0,97.0,,Fail,Good
STU00088,Samaira Banik,Eshani Kibe,Hunar Verma,13.0,Male,1st,,42.0,Patna,Maharashtra,80.12,3.5,5.4,9.0,Yes,Yes,Yes,,Primary,1.0,Social Science,,,Pizza,Vegan,Doctor,Cycle,,Public Speaking,NCC,No,16.0,22.0,2.0,88.29,Average,High,3.0,1.0,Needs Improvement,71.0,74.0,48.0,57.0,55.0,63.0,61.33,Fail,Average
STU00089,Diya Kapur,Siya Bhatnagar,Himmat Chatterjee,10.0,Female,11th,C,36.0,Hyderabad,Uttar Pradesh,93.36,6.8,6.4,2.0,Yes,No,Yes,Medium,Primary,2.0,,Hindi,Volleyball,Paneer,Vegan,Doctor,,Communication,Graphic Design,,No,16.0,,2.0,98.42,Poor,High,10.0,3.0,,74.0,70.0,65.0,66.0,77.0,75.0,71.17,Pass,Good
STU00090,Charvi Kaur,Uthkarsh Borra,Shaan Madan,12.0,Female,10th,B,40.0,Patna,Rajasthan,61.32,6.0,5.1,9.1,No,Yes,Yes,High,Post Graduate,4.0,Science,Social Science,Basketball,Dosa,Non-Vegetarian,IAS,Walking,,Graphic Design,NCC,No,4.0,,6.0,74.44,Poor,High,9.0,3.0,Average,59.0,41.0,,78.0,58.0,54.0,55.5,Pass,Average
STU00091,Anahi Sha,Sana Balay,Riya Magar,12.0,Female,12th,A,32.0,Ahmedabad,Gujarat,62.39,3.8,9.8,8.0,No,No,,Low,Primary,3.0,Social Science,,Hockey,Paneer,Vegan,,Private Vehicle,Public Speaking,Leadership,Music,No,19.0,14.0,3.0,99.75,Good,Low,3.0,2.0,,95.0,50.0,80.0,74.0,69.0,88.0,76.0,Fail,Good
STU00092,Sara Ratti,,Yashvi Sama,12.0,,3rd,C,41.0,Jaipur,Gujarat,62.27,3.9,4.9,7.4,No,Yes,Yes,Medium,Graduate,3.0,Social Science,Maths,Cricket,,Vegan,Athlete,,Teamwork,Critical Thinking,Science Fair,No,11.0,0.0,6.0,65.96,Average,Low,3.0,6.0,Good,61.0,79.0,,35.0,79.0,90.0,70.0,Pass,Good
STU00093,Miraan Kota,Sara Swaminathan,Baiju Choudhry,7.0,Male,4th,B,38.0,Pune,,54.32,2.7,8.6,1.1,Yes,Yes,Yes,Medium,Secondary,2.0,Hindi,Maths,Tennis,Pizza,Vegan,Business,Cycle,Python,Critical Thinking,NCC,Yes,,21.0,1.0,,,High,,,Needs Improvement,86.0,99.0,84.0,69.0,80.0,49.0,77.83,Pass,Good
STU00094,Jivin Barad,Rasha Kapadia,,16.0,,9th,D,20.0,Indore,Telangana,,5.9,4.5,1.7,No,Yes,Yes,Low,Secondary,1.0,Social Science,English,Basketball,Biryani,,,Auto,Critical Thinking,Python,NCC,Yes,16.0,9.0,,94.0,Good,Medium,4.0,9.0,Good,47.0,66.0,69.0,75.0,57.0,,67.33,Fail,Average
STU00095,Lavanya Krishnan,Hunar Bal,Divyansh Virk,12.0,Female,4th,,50.0,Mumbai,Rajasthan,71.15,6.4,5.6,3.4,Yes,No,No,Medium,Graduate,1.0,English,English,Hockey,Pasta,Non-Vegetarian,Business,Walking,Critical Thinking,Communication,NCC,No,8.0,22.0,3.0,,Average,Low,6.0,7.0,Good,69.0,37.0,59.0,,68.0,72.0,58.0,Pass,Average
STU00096,Rasha Vyas,Nakul Roy,Renee Sarna,16.0,Male,3rd,B,3.0,Pune,Uttar Pradesh,50.43,5.2,4.9,1.2,Yes,No,No,Low,Secondary,5.0,Social Science,,Badminton,Paneer,Non-Vegetarian,Artist,Walking,Python,Public Speaking,,No,,12.0,5.0,43.64,,Low,4.0,2.0,,81.0,,54.0,54.0,61.0,68.0,68.33,Pass,Average
STU00097,Tara Rajagopal,Hrishita Bhatnagar,Hridaan Khatri,8.0,Male,8th,B,52.0,Mumbai,Madhya Pradesh,78.97,3.8,7.1,3.7,Yes,Yes,Yes,Low,Primary,2.0,Computer,Hindi,Tennis,Biryani,Non-Vegetarian,Artist,Walking,Graphic Design,Graphic Design,Debate Club,No,9.0,20.0,,73.11,Poor,Low,6.0,1.0,Needs Improvement,92.0,52.0,41.0,92.0,68.0,68.0,68.83,Fail,Average
STU00098,Navya Kadakia,Shanaya Sharma,Advik Dada,,Female,11th,B,55.0,Patna,Madhya Pradesh,89.9,7.6,7.6,1.7,,No,Yes,High,Primary,0.0,,Computer,Football,Pizza,Vegetarian,Engineer,Bus,Creativity,Video Editing,Music,,4.0,24.0,9.0,,Good,Medium,5.0,7.0,Excellent,38.0,79.0,78.0,37.0,66.0,51.0,58.17,Pass,Average
STU00099,Kavya Kashyap,Veer Khurana,Riaan Bhakta,12.0,Male,6th,C,5.0,Pune,Maharashtra,60.68,3.5,4.1,,No,No,No,Low,Post Graduate,4.0,Science,Hindi,Basketball,Pasta,Vegetarian,Athlete,Private Vehicle,Graphic Design,Communication,Dance,No,12.0,5.0,4.0,99.7,Poor,High,6.0,2.0,Excellent,51.0,61.0,,74.0,84.0,54.0,61.33,Pass,Average
STU00100,Kaira Sathe,Diya Halder,Arnav Venkataraman,12.0,Male,3rd,D,1.0,Hyderabad,Uttar Pradesh,,1.1,6.2,6.7,No,Yes,Yes,Low,Graduate,,Hindi,Computer,Chess,Burger,,Business,Private Vehicle,Problem Solving,Python,NCC,No,4.0,5.0,12.0,56.74,Good,High,6.0,5.0,,46.0,,85.0,72.0,,63.0,69.33,Pass,Average
STU00101,Hansh Bhardwaj,Taran Sehgal,Alisha Bhalla,11.0,Female,11th,D,,Hyderabad,Uttar Pradesh,60.6,5.7,6.9,4.3,No,Yes,No,Low,Primary,5.0,English,Hindi,Kabaddi,Pizza,Vegetarian,Athlete,Private Vehicle,Leadership,Problem Solving,,Yes,0.0,9.0,12.0,72.39,Poor,Medium,9.0,6.0,Needs Improvement,99.0,,,91.0,64.0,,69.33,Pass,Average
STU00102,Yuvaan Contractor,Raunak Iyer,Nitara Ahuja,13.0,Female,5th,A,55.0,Lucknow,Uttar Pradesh,96.01,1.2,6.8,,No,Yes,No,High,Post Graduate,1.0,Science,English,Volleyball,Paneer,Vegan,Teacher,,Communication,Public Speaking,Debate Club,No,4.0,2.0,5.0,73.18,Poor,Medium,5.0,8.0,Needs Improvement,55.0,65.0,38.0,79.0,51.0,56.0,,Fail,Average
STU00103,Krish Dhar,Advik Apte,Aradhya Uppal,13.0,Male,4th,A,,Bhopal,Gujarat,62.97,3.7,5.1,6.9,No,Yes,Yes,Low,Graduate,4.0,Science,Social Science,Basketball,Burger,Vegetarian,Teacher,Auto,Leadership,Problem Solving,Science Fair,,12.0,25.0,10.0,77.03,Average,Medium,10.0,10.0,Needs Improvement,66.0,65.0,96.0,42.0,80.0,40.0,,Pass,Average
STU00104,Ela Raj,Samaira Badami,Umang Sridhar,7.0,Male,3rd,A,2.0,Pune,Maharashtra,64.03,1.2,4.5,2.4,No,Yes,No,High,Post Graduate,1.0,Computer,English,Volleyball,Burger,Non-Vegetarian,Business,Cycle,Teamwork,Teamwork,Science Fair,No,3.0,4.0,,94.78,Good,Medium,3.0,9.0,Needs Improvement,54.0,69.0,86.0,35.0,69.0,57.0,61.67,Pass,Average
STU00105,Sana Taneja,Farhan De,Badal Ravel,12.0,Male,3rd,A,13.0,Bhopal,,57.52,5.5,6.3,9.0,No,Yes,No,High,Secondary,2.0,Science,Hindi,Badminton,Paneer,Vegetarian,Business,Cycle,Creativity,Video Editing,Coding Club,No,9.0,12.0,3.0,61.0,Poor,High,10.0,10.0,Needs Improvement,86.0,35.0,88.0,78.0,,89.0,78.67,Pass,Good
STU00106,Nishith Sura,Nitya Garg,Eshani Khalsa,6.0,Male,,B,4.0,Pune,,85.36,3.6,4.3,7.2,Yes,Yes,No,High,Graduate,2.0,English,Science,,Pizza,Non-Vegetarian,Artist,Bus,,Python,Music,No,4.0,15.0,6.0,42.68,Good,Low,2.0,2.0,,74.0,68.0,66.0,76.0,53.0,83.0,,Pass,Good
STU00107,Zeeshan Gaba,,Umang Barad,18.0,Male,7th,A,36.0,Delhi,Gujarat,66.73,7.5,7.1,7.1,Yes,No,,Low,Secondary,5.0,Social Science,Science,Basketball,Pasta,Vegan,Engineer,Bus,Problem Solving,Graphic Design,Debate Club,,6.0,18.0,,41.49,,,3.0,,Good,93.0,94.0,70.0,83.0,69.0,50.0,76.5,Fail,Good
STU00108,Kiara Tara,Alia Setty,Anika Rajagopal,,Female,10th,C,50.0,Delhi,Maharashtra,71.96,,8.2,2.4,Yes,Yes,No,Medium,Primary,1.0,Computer,Hindi,Basketball,Burger,Vegetarian,Doctor,Auto,Public Speaking,Problem Solving,Drama,Yes,1.0,0.0,9.0,,Poor,High,3.0,10.0,Excellent,61.0,77.0,90.0,83.0,57.0,96.0,77.33,Pass,Good
STU00109,Neysa Char,Samarth Dyal,Rohan Dixit,15.0,Male,7th,,20.0,Lucknow,Telangana,54.38,2.8,7.0,4.0,No,No,,Medium,Secondary,4.0,English,English,Badminton,,Vegetarian,Teacher,Bus,Critical Thinking,Teamwork,Music,No,10.0,24.0,10.0,93.0,Poor,Medium,4.0,7.0,Excellent,71.0,85.0,92.0,38.0,42.0,46.0,62.33,Pass,Average
STU00110,,Vanya Balan,Suhana Sundaram,10.0,Male,10th,C,15.0,Bhopal,Maharashtra,85.73,5.3,7.5,5.9,No,No,Yes,Low,Graduate,2.0,Maths,English,Cricket,Burger,Non-Vegetarian,Athlete,Bus,Leadership,Public Speaking,Sports Club,Yes,0.0,20.0,4.0,80.53,Good,Medium,1.0,7.0,Average,41.0,43.0,94.0,53.0,54.0,71.0,,Pass,Average
STU00111,Raunak Rajagopalan,Hazel Master,Aarush Ramanathan,10.0,Male,10th,A,46.0,Pune,Rajasthan,54.44,7.0,8.2,3.3,No,No,No,High,Post Graduate,2.0,Maths,Hindi,Hockey,Dosa,Vegan,Athlete,Walking,Communication,Graphic Design,Sports Club,Yes,9.0,,8.0,89.18,Poor,High,4.0,9.0,Good,92.0,81.0,98.0,96.0,99.0,82.0,91.33,Pass,Excellent
STU00112,Hridaan Mannan,,Arnav Tailor,11.0,Female,10th,D,48.0,Bhopal,Rajasthan,92.1,2.9,5.8,7.3,,No,No,Medium,Primary,5.0,Computer,,Athletics,Biryani,Non-Vegetarian,Artist,,Public Speaking,Critical Thinking,Drama,,2.0,3.0,11.0,97.44,Average,Medium,3.0,10.0,Good,66.0,48.0,,58.0,57.0,59.0,64.0,Pass,Average
STU00113,Riaan Krishnan,Khushi Krishnan,Jayant Gara,14.0,Female,11th,A,49.0,Bhopal,Madhya Pradesh,61.96,6.9,7.5,8.9,No,Yes,No,High,Post Graduate,3.0,Hindi,Computer,Cricket,Paneer,Non-Vegetarian,Doctor,Walking,Leadership,Video Editing,Art Club,Yes,6.0,24.0,0.0,99.28,Good,Medium,9.0,6.0,Needs Improvement,98.0,89.0,39.0,53.0,,,66.17,Pass,Average
STU00114,Vaibhav Tank,Aarush Sankar,Biju Rana,10.0,Male,6th,A,21.0,Hyderabad,Gujarat,59.52,7.0,10.0,2.2,Yes,Yes,No,,Secondary,5.0,English,Science,Hockey,Biryani,Non-Vegetarian,Business,,Creativity,Creativity,Sports Club,Yes,17.0,14.0,8.0,67.76,Good,Low,6.0,6.0,Average,97.0,56.0,82.0,77.0,82.0,73.0,77.83,Pass,Good
STU00115,Darshit Roy,Ahana  Ganguly,Tiya Chad,15.0,Male,9th,B,38.0,Delhi,Madhya Pradesh,63.15,6.9,5.6,1.9,Yes,No,No,High,Graduate,4.0,Hindi,,Badminton,Biryani,Vegan,Doctor,Walking,Python,,Debate Club,Yes,6.0,2.0,11.0,70.78,Poor,Low,3.0,9.0,Average,62.0,37.0,69.0,75.0,82.0,98.0,70.5,Pass,
STU00116,Amani Bhatt,Aaina Soni,Zain Sachdeva,,Male,7th,C,57.0,Indore,Telangana,78.99,7.0,7.0,5.8,No,No,,Low,Primary,,Hindi,Social Science,,Paneer,Vegan,Scientist,Cycle,Critical Thinking,Graphic Design,Music,Yes,,10.0,9.0,76.19,Good,Low,8.0,8.0,Needs Improvement,51.0,95.0,63.0,46.0,56.0,81.0,65.33,Pass,
,Lakshit Gandhi,Seher Mangal,Alisha Bhalla,7.0,Male,1st,C,22.0,Lucknow,Telangana,66.66,6.5,6.7,,No,Yes,No,Low,Primary,0.0,Computer,Hindi,Tennis,Burger,,Business,Private Vehicle,Leadership,Video Editing,Coding Club,Yes,,2.0,5.0,56.54,Good,Low,3.0,8.0,Excellent,89.0,59.0,52.0,66.0,100.0,62.0,71.33,Pass,Good
STU00118,Oorja Samra,Yasmin Rout,Rhea Shukla,7.0,Female,3rd,C,59.0,Indore,,82.57,3.6,7.7,9.9,,Yes,,Low,Primary,,Maths,Science,Hockey,Dosa,Vegan,IAS,Bus,Teamwork,Critical Thinking,Quiz Competition,No,13.0,19.0,7.0,70.4,Average,Low,9.0,1.0,Excellent,52.0,47.0,55.0,67.0,40.0,87.0,58.0,Pass,Average
,Shray Banik,Ela Tata,Kanav Toor,13.0,Female,3rd,D,4.0,Lucknow,Maharashtra,96.72,,,7.8,No,No,Yes,High,,5.0,Maths,Maths,Volleyball,Pasta,Non-Vegetarian,Business,,Graphic Design,,Dance,No,,24.0,2.0,56.12,Good,Medium,8.0,8.0,Average,58.0,68.0,60.0,93.0,37.0,,65.0,,
STU00120,Aarush Sheth,Anvi Barad,Hiran Yadav,15.0,Female,11th,A,56.0,Pune,Gujarat,57.41,,,3.6,No,Yes,No,Low,Primary,,English,Computer,Badminton,Burger,Vegetarian,Athlete,Bus,Teamwork,Public Speaking,Art Club,Yes,15.0,,3.0,55.19,Good,Low,6.0,6.0,Needs Improvement,93.0,41.0,76.0,99.0,75.0,36.0,70.0,Fail,Good
STU00121,,Saksham Samra,Ritvik Yadav,18.0,Male,10th,C,6.0,Hyderabad,Madhya Pradesh,75.04,4.9,4.0,1.1,No,No,No,High,Primary,5.0,Computer,Maths,Badminton,Burger,Vegan,Engineer,Private Vehicle,Graphic Design,Creativity,Drama,,2.0,14.0,12.0,56.02,Good,Low,10.0,1.0,Good,52.0,39.0,76.0,46.0,48.0,66.0,54.5,,Average
STU00122,Yuvraj  Bahri,Zain Jani,,13.0,Male,6th,C,54.0,Delhi,Rajasthan,73.0,2.0,5.5,1.2,,Yes,Yes,High,Primary,2.0,Hindi,Computer,Badminton,Pasta,Vegan,Doctor,Cycle,Problem Solving,Creativity,Drama,Yes,13.0,6.0,1.0,86.96,Good,Medium,10.0,10.0,Excellent,83.0,99.0,57.0,65.0,45.0,44.0,65.5,,Average
STU00123,Vaibhav Bhandari,Yuvraj  Jani,Rhea Choudhary,17.0,Male,1st,D,43.0,Delhi,Rajasthan,95.64,5.8,,6.0,No,No,No,Low,,4.0,Hindi,Maths,Basketball,Dosa,Vegetarian,IAS,Private Vehicle,Communication,Python,Coding Club,,7.0,18.0,5.0,86.14,Good,Low,,7.0,Excellent,70.0,42.0,47.0,69.0,53.0,58.0,,,Average
,Madhup Dasgupta,Ahana  Kar,Urvi Aurora,18.0,Male,7th,A,9.0,Jaipur,,99.26,5.2,7.6,5.8,No,,,Medium,Primary,5.0,,Maths,Hockey,Dosa,Non-Vegetarian,Artist,Auto,Critical Thinking,Python,Coding Club,Yes,5.0,23.0,10.0,43.76,Good,Medium,1.0,10.0,Average,72.0,91.0,37.0,97.0,84.0,55.0,,Pass,Good
STU00125,Jayan Ray,Diya Doctor,Rati Sachdev,18.0,Female,1st,B,3.0,Delhi,Rajasthan,52.7,2.0,4.4,,No,Yes,No,High,Primary,4.0,Science,Maths,Chess,,Vegetarian,Engineer,,Public Speaking,Leadership,,No,19.0,,4.0,,Good,Low,10.0,6.0,Average,73.0,87.0,55.0,98.0,76.0,60.0,74.83,Pass,Good
STU00126,Lakshit Khalsa,Vidur Divan,Kabir Jhaveri,17.0,Male,2nd,,14.0,,Telangana,83.19,3.9,6.4,8.3,Yes,Yes,Yes,Low,Post Graduate,1.0,Science,Hindi,Badminton,Biryani,Vegan,Doctor,Private Vehicle,Problem Solving,Creativity,Music,No,8.0,21.0,11.0,42.97,Good,High,9.0,6.0,Average,51.0,80.0,95.0,56.0,60.0,55.0,66.17,Pass,Average
STU00127,Sahil Konda,Ehsaan Ramaswamy,Vihaan Swamy,14.0,Female,4th,D,25.0,Pune,Gujarat,84.63,6.0,9.7,,No,No,No,High,Secondary,5.0,Science,English,Hockey,Burger,Vegan,IAS,Private Vehicle,Creativity,Graphic Design,Coding Club,Yes,13.0,11.0,8.0,66.25,Good,High,4.0,5.0,Excellent,77.0,60.0,89.0,,88.0,72.0,,Fail,Good
STU00128,Prisha Baral,,Farhan Bhalla,10.0,Male,11th,C,11.0,Hyderabad,Gujarat,52.9,1.6,6.1,,Yes,Yes,Yes,Low,Post Graduate,5.0,Maths,Social Science,Chess,Pasta,Non-Vegetarian,Scientist,Private Vehicle,Python,Critical Thinking,NCC,Yes,17.0,21.0,9.0,72.41,Poor,Low,8.0,8.0,Average,46.0,45.0,49.0,41.0,46.0,67.0,,Fail,Poor
